order_id,item_id,product_id,quantity,list_price,discount,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,first_name,last_name,phone,email,street,city,state,zip_code,store_name,phone_store,email_store,street_store,city_store,state_store,zip_code_store,first_name_staff,last_name_staff,email_staff,phone_staff,active,store_id_staff,manager_id,prod_cost
167,1,12,1,549.99,0.05,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,Rico,Salas,NULL,rico.salas@msn.com,8041 Walt Whitman St. ,Centereach,NY,11720,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,385.40147757299997
167,2,10,1,1549,0.2,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,Rico,Salas,NULL,rico.salas@msn.com,8041 Walt Whitman St. ,Centereach,NY,11720,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1412.95524897
167,3,13,2,269.99,0.05,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,Rico,Salas,NULL,rico.salas@msn.com,8041 Walt Whitman St. ,Centereach,NY,11720,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,189.193521573
167,4,7,2,3999.99,0.05,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,Rico,Salas,NULL,rico.salas@msn.com,8041 Walt Whitman St. ,Centereach,NY,11720,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,2643.9545900969997
168,1,6,1,469.99,0.1,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,Kandace,Ayers,NULL,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,428.7119673747
168,2,11,2,1680.99,0.07,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,Kandace,Ayers,NULL,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1533.3529012047
168,3,12,2,549.99,0.07,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,Kandace,Ayers,NULL,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,385.40147757299997
168,4,22,2,269.99,0.2,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,Kandace,Ayers,NULL,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,189.193521573
169,1,20,2,599.99,0.1,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Carie,Kidd,NULL,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,420.43861257299994
169,2,5,1,1320.99,0.05,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Carie,Kidd,NULL,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,873.2141517990001
169,3,10,1,1549,0.2,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Carie,Kidd,NULL,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1412.95524897
169,4,11,1,1680.99,0.2,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Carie,Kidd,NULL,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1533.3529012047
169,5,14,2,269.99,0.05,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,Carie,Kidd,NULL,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,189.193521573
170,1,12,2,549.99,0.1,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,Aubrey,Durham,NULL,aubrey.durham@aol.com,14 Foster Ave. ,Port Washington,NY,11050,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,385.40147757299997
170,2,24,1,549.99,0.05,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,Aubrey,Durham,NULL,aubrey.durham@aol.com,14 Foster Ave. ,Port Washington,NY,11050,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,385.40147757299997
170,3,7,1,3999.99,0.2,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,Aubrey,Durham,NULL,aubrey.durham@aol.com,14 Foster Ave. ,Port Washington,NY,11050,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,2643.9545900969997
170,4,18,2,449,0.05,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,Aubrey,Durham,NULL,aubrey.durham@aol.com,14 Foster Ave. ,Port Washington,NY,11050,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,388.6066264
171,1,8,1,1799.99,0.05,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,Elvera,Peck,NULL,elvera.peck@yahoo.com,759 Lakewood Street ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1189.775930097
172,1,23,1,299.99,0.07,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,Cindi,Ellis,NULL,cindi.ellis@yahoo.com,6 Cypress Lane ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,210.215802573
172,2,16,1,599.99,0.2,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,Cindi,Ellis,NULL,cindi.ellis@yahoo.com,6 Cypress Lane ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,420.43861257299994
173,1,14,1,269.99,0.05,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,Dacia,William,NULL,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,TX,77478,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali,Vargas,kali.vargas@bikes.shop,(972) 530-5555,1,3,1,189.193521573
173,2,16,1,599.99,0.2,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,Dacia,William,NULL,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,TX,77478,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali,Vargas,kali.vargas@bikes.shop,(972) 530-5555,1,3,1,420.43861257299994
173,3,20,2,599.99,0.05,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,Dacia,William,NULL,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,TX,77478,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,Kali,Vargas,kali.vargas@bikes.shop,(972) 530-5555,1,3,1,420.43861257299994
174,1,22,2,269.99,0.2,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,Destiny,Goodman,NULL,destiny.goodman@msn.com,29 Smoky Hollow St. ,Westbury,NY,11590,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,189.193521573
174,2,19,2,449,0.1,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,Destiny,Goodman,NULL,destiny.goodman@msn.com,29 Smoky Hollow St. ,Westbury,NY,11590,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,388.6066264
175,1,5,1,1320.99,0.1,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,Steve,Bender,NULL,steve.bender@gmail.com,908 N. Pennington Dr. ,Scarsdale,NY,10583,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,873.2141517990001
175,2,2,2,749.99,0.2,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,Steve,Bender,NULL,steve.bender@gmail.com,908 N. Pennington Dr. ,Scarsdale,NY,10583,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,486.99895659399994
175,3,21,2,269.99,0.1,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,Steve,Bender,NULL,steve.bender@gmail.com,908 N. Pennington Dr. ,Scarsdale,NY,10583,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,189.193521573
175,4,19,1,449,0.07,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,Steve,Bender,NULL,steve.bender@gmail.com,908 N. Pennington Dr. ,Scarsdale,NY,10583,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,388.6066264
176,1,2,2,749.99,0.07,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,Melba,Wilkinson,NULL,melba.wilkinson@gmail.com,255 Harvard Dr. ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,486.99895659399994
176,2,11,2,1680.99,0.2,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,Melba,Wilkinson,NULL,melba.wilkinson@gmail.com,255 Harvard Dr. ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1533.3529012047
176,3,16,2,599.99,0.05,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,Melba,Wilkinson,NULL,melba.wilkinson@gmail.com,255 Harvard Dr. ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,420.43861257299994
177,1,20,2,599.99,0.1,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,Lucy,Woods,NULL,lucy.woods@gmail.com,8437 West Rockaway St. ,Palos Verdes Peninsula,CA,90274,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,420.43861257299994
178,1,10,2,1549,0.2,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,Graig,Roth,NULL,graig.roth@aol.com,7516 Wrangler Street ,West Babylon,NY,11704,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,1412.95524897
178,2,12,1,549.99,0.05,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,Graig,Roth,NULL,graig.roth@aol.com,7516 Wrangler Street ,West Babylon,NY,11704,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,385.40147757299997
178,3,3,1,999.99,0.1,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,Graig,Roth,NULL,graig.roth@aol.com,7516 Wrangler Street ,West Babylon,NY,11704,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,912.1634082747
178,4,18,1,449,0.07,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,Graig,Roth,NULL,graig.roth@aol.com,7516 Wrangler Street ,West Babylon,NY,11704,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,388.6066264
179,1,13,2,269.99,0.05,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Shery,Acosta,NULL,shery.acosta@yahoo.com,17 Canal Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,189.193521573
179,2,26,1,599.99,0.1,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Shery,Acosta,NULL,shery.acosta@yahoo.com,17 Canal Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,420.43861257299994
179,3,18,1,449,0.2,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Shery,Acosta,NULL,shery.acosta@yahoo.com,17 Canal Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,388.6066264
179,4,12,2,549.99,0.2,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Shery,Acosta,NULL,shery.acosta@yahoo.com,17 Canal Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,385.40147757299997
179,5,20,2,599.99,0.1,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,Shery,Acosta,NULL,shery.acosta@yahoo.com,17 Canal Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,420.43861257299994
180,1,16,1,599.99,0.07,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,Kristel,Bullock,NULL,kristel.bullock@yahoo.com,7292 Armstrong Drive ,Smithtown,NY,11787,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,420.43861257299994
181,1,10,1,1549,0.05,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,93306,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1412.95524897
181,2,11,1,1680.99,0.1,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,93306,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,1533.3529012047
181,3,15,2,529.99,0.2,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,93306,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,371.38662357299995
181,4,24,2,549.99,0.05,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,93306,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna,Serrano,genna.serrano@bikes.shop,(831) 555-5556,1,1,2,385.40147757299997
182,1,25,2,499.99,0.05,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,Phylis,Adkins,(212) 325-9145,phylis.adkins@msn.com,7781 James Ave. ,New York,NY,10002,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,350.364342573
182,2,24,2,549.99,0.07,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,Phylis,Adkins,(212) 325-9145,phylis.adkins@msn.com,7781 James Ave. ,New York,NY,10002,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,385.40147757299997
183,1,11,2,1680.99,0.2,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,Adelle,Larsen,NULL,adelle.larsen@gmail.com,683 West Kirkland Dr. ,East Northport,NY,11731,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1533.3529012047
183,2,12,2,549.99,0.05,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,Adelle,Larsen,NULL,adelle.larsen@gmail.com,683 West Kirkland Dr. ,East Northport,NY,11731,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,385.40147757299997
183,3,19,1,449,0.07,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,Adelle,Larsen,NULL,adelle.larsen@gmail.com,683 West Kirkland Dr. ,East Northport,NY,11731,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,388.6066264
183,4,17,1,429,0.07,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,Adelle,Larsen,NULL,adelle.larsen@gmail.com,683 West Kirkland Dr. ,East Northport,NY,11731,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,371.2967544
184,1,4,1,2899.99,0.2,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,NY,11550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,1916.8652600969997
184,2,5,1,1320.99,0.1,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,NY,11550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,873.2141517990001
184,3,14,1,269.99,0.1,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,NY,11550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita,Daniel,venita.daniel@bikes.shop,(516) 379-4446,1,2,5,189.193521573
185,1,20,1,599.99,0.1,24,3,2016-04-20,2016-04-20,NULL,1,2,Corene,Wall,NULL,corene.wall@msn.com,9601 Ocean Rd. ,Atwater,CA,95301,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,420.43861257299994
185,2,8,1,1799.99,0.05,24,3,2016-04-20,2016-04-20,NULL,1,2,Corene,Wall,NULL,corene.wall@msn.com,9601 Ocean Rd. ,Atwater,CA,95301,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,1189.775930097
186,1,4,1,2899.99,0.1,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,Waldo,Hart,NULL,waldo.hart@yahoo.com,9782 Pineknoll Lane ,Queensbury,NY,12804,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,1916.8652600969997
186,2,6,1,469.99,0.1,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,Waldo,Hart,NULL,waldo.hart@yahoo.com,9782 Pineknoll Lane ,Queensbury,NY,12804,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,428.7119673747
187,1,5,1,1320.99,0.05,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,Jeniffer,Ratliff,NULL,jeniffer.ratliff@gmail.com,510 Rocky River Court ,Floral Park,NY,11001,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,873.2141517990001
188,1,7,2,3999.99,0.07,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,Lorrie,Pollard,NULL,lorrie.pollard@yahoo.com,7834 Shore Ave. ,Ronkonkoma,NY,11779,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,2643.9545900969997
189,1,16,2,599.99,0.2,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,Allie,Conley,NULL,allie.conley@msn.com,96 High Point Road ,Lawndale,CA,90260,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,420.43861257299994
190,1,24,1,549.99,0.05,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,Violet,Valenzuela,NULL,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,NY,12901,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,385.40147757299997
190,2,15,1,529.99,0.2,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,Violet,Valenzuela,NULL,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,NY,12901,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,371.38662357299995
190,3,3,2,999.99,0.2,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,Violet,Valenzuela,NULL,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,NY,12901,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene,Boyer,marcelene.boyer@bikes.shop,(516) 379-4445,1,2,5,912.1634082747
191,1,25,1,499.99,0.05,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,Ruthanne,Hoover,NULL,ruthanne.hoover@aol.com,835 Paris Hill Road ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,350.364342573
191,2,12,2,549.99,0.2,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,Ruthanne,Hoover,NULL,ruthanne.hoover@aol.com,835 Paris Hill Road ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,385.40147757299997
191,3,3,1,999.99,0.07,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,Ruthanne,Hoover,NULL,ruthanne.hoover@aol.com,835 Paris Hill Road ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya,Copeland,mireya.copeland@bikes.shop,(831) 555-5555,1,1,1,912.1634082747
